pH_H2O,EC,P,N,K,Elev,OC,OC_log
5.15,5.88,35.6,3.4,45.4,62,48.7,3.906004933102583
6.11,13.53,84.6,2.1,78.7,27,20.4,3.0633909220278057
4.32,6.24,13.5,2.5,61.9,60,39.5,3.7013019741124933
5.53,6.46,69.9,1.8,173.8,71,19.4,3.0155349008501706
4.19,15.32,26.7,9.1,156.6,160,200.6,5.306285536197214
3.91,16.15,51.2,19.8,235.2,74,519.7,6.255174060168853
4.1,30.4,22.1,16.9,138.0,72,437.4,6.083131735633806
4.95,35.59,110.2,3.3,94.4,116,33.6,3.543853682063679
3.85,9.33,18.3,3.2,60.0,47,70.8,4.273884476054178
4.04,7.79,26.1,5.0,77.4,185,121.4,4.807294370078226
3.57,14.76,21.4,5.1,103.8,56,141.9,4.9621450849358215
5.86,16.43,45.7,1.6,97.2,71,13.6,2.681021528714291
4.42,9.23,25.7,5.1,105.4,11,87.9,4.487512142519859
6.88,22.79,156.8,2.5,156.3,76,24.2,3.2268439945173775
5.34,72.5,35.3,10.6,80.3,173,137.3,4.929425238670713
3.87,21.2,32.7,13.9,151.6,-20,274.8,5.619675965359201
4.6,7.09,37.0,2.6,54.9,22,36.2,3.616308761279101
3.91,17.48,58.9,15.9,350.8,105,449.6,6.110580027998144
4.12,10.42,107.2,3.1,94.4,57,47.6,3.883623530906448
6.43,8.23,45.4,3.2,86.0,116,37.3,3.6454498961866
4.16,11.28,43.2,3.9,69.0,31,69.9,4.2612704335380815
7.24,17.91,122.1,1.0,95.7,66,8.7,2.272125885509337
6.93,18.47,89.9,1.4,157.8,-10,11.2,2.501435951739211
7.63,18.29,14.9,1.6,102.1,-28,14.1,2.714694743820879
5.63,12.91,32.6,2.3,86.2,35,19.0,2.995732273553991
6.43,19.48,61.7,1.7,153.9,47,13.8,2.6946271807700692
3.78,13.21,22.1,4.6,75.1,35,106.6,4.678420647727684
6.92,18.15,40.7,2.7,61.7,43,23.3,3.190476350346503
6.91,14.82,53.2,1.2,139.0,-34,9.9,2.388762789235098
6.97,24.5,41.5,2.4,112.8,-12,23.6,3.202746442938317
7.64,17.54,57.3,1.7,157.8,-26,16.8,2.8791984572980396
7.53,14.52,16.7,2.1,138.5,-25,17.9,2.9391619220655967
4.0,8.24,20.3,2.5,53.8,94,50.1,3.933784497209659
4.08,18.65,29.8,9.1,228.9,144,230.1,5.442850517280335
4.18,91.6,27.3,20.4,100.3,45,506.5,6.229496710915942
5.69,55.64,190.2,21.3,322.9,7,403.1,6.001662372084428
7.08,14.47,96.5,2.5,207.1,7,31.6,3.484312288372662
4.84,34.4,17.9,16.9,108.7,88,426.9,6.0588895234227715
4.32,9.18,28.0,5.9,50.7,-9,85.1,4.455509411433685
3.81,49.6,60.6,20.2,297.3,131,480.0,6.175867270105761
3.86,18.65,90.9,11.3,258.7,115,324.4,5.785055194784937
4.1,21.1,36.6,12.7,130.5,73,319.8,5.77081787599236
4.3,18.39,23.7,6.0,189.9,40,133.6,4.902307417210627
4.11,6.52,30.2,2.5,62.9,65,58.0,4.07753744390572
4.51,5.88,20.1,3.6,45.9,39,59.4,4.100989104940769
3.83,43.6,31.0,19.0,323.9,69,470.4,6.155706990502031
4.99,7.37,15.7,3.8,64.4,44,53.5,3.9982007016691985
3.89,23.1,25.1,19.0,87.6,62,494.4,6.2053655170552595
4.61,8.79,21.3,3.2,131.7,43,53.6,4.000033882750859
5.51,11.41,13.4,5.8,126.3,23,102.5,4.639571612705423
4.19,16.34,18.6,16.6,353.7,33,431.0,6.068425588244111
4.66,28.5,57.1,8.4,159.3,56,176.3,5.177843213080163
4.38,8.05,47.8,11.9,276.7,60,216.9,5.384036241950574
4.31,26.2,45.1,11.9,351.4,80,323.8,5.783209608287523
4.81,39.3,32.7,7.2,336.3,39,145.8,4.9890711161804155
4.25,17.47,57.0,20.1,665.3,128,473.2,6.161629173631305
4.49,12.32,104.8,16.7,291.6,178,475.7,6.16688736221078
4.15,20.2,25.9,7.3,111.4,76,142.4,4.96563792816552
5.35,19.94,18.1,2.8,108.5,20,26.0,3.295836866004329
4.48,48.5,58.1,19.9,594.8,74,379.8,5.942274302917211
4.59,24.6,38.5,16.3,509.1,183,308.0,5.733341276897746
4.6,31.2,30.0,7.0,337.7,66,96.6,4.580877493419047
4.95,11.72,12.7,4.6,151.0,65,62.4,4.14946386144318
4.0,34.7,71.9,9.9,279.1,176,232.5,5.453182077108952
4.09,20.5,19.0,10.2,250.5,105,290.4,5.674696893761104
4.33,31.0,122.7,20.1,380.3,115,505.3,6.227129378975864
4.08,24.3,101.8,13.3,182.1,38,219.9,5.397710110426072
4.23,30.2,41.6,11.5,325.8,120,275.4,5.621849091893515
4.74,9.1,13.5,3.1,94.7,44,51.8,3.966511190712216
5.37,35.7,31.5,5.0,362.3,23,54.8,4.021773869387265
4.78,19.8,30.6,9.2,159.0,67,187.3,5.238036435663107
4.56,21.0,24.5,7.8,107.0,112,161.3,5.089446474520545
5.13,19.34,11.4,3.2,139.5,90,35.5,3.597312260588446
4.66,20.4,29.5,3.3,48.3,188,43.0,3.784189633918261
5.88,6.27,23.0,2.6,83.4,48,31.8,3.490428515390098
4.57,10.04,14.8,4.7,80.1,61,74.7,4.3267781604434035
4.25,17.25,16.6,15.4,235.2,81,423.4,6.050676406739828
5.11,40.6,68.1,19.2,1672.4,135,484.6,6.185385239745289
4.1,17.05,38.7,15.8,450.8,97,477.4,6.170447202636422
4.71,17.05,74.0,19.7,713.0,186,483.7,6.18353014285133
4.06,6.11,22.0,2.7,64.4,150,72.0,4.290459441148391
4.25,25.0,54.0,9.6,495.9,192,229.7,5.441118165179708
4.3,16.09,23.5,9.9,98.3,88,217.9,5.388615004528817
4.28,5.66,28.5,5.1,87.6,93,96.5,4.579852378003801
4.18,19.12,61.2,18.0,779.1,67,481.6,6.179188153190932
4.12,19.55,30.1,17.4,327.3,87,381.9,5.947773858483249
3.96,13.66,32.8,15.0,493.2,204,446.3,6.103229510438802
4.41,15.08,33.0,20.1,670.3,75,497.7,6.212004712552077
4.35,37.8,35.1,12.4,198.2,44,187.6,5.239628370199357
5.04,14.09,16.6,4.0,79.8,64,43.5,3.7954891891721947
5.61,14.16,37.7,2.5,76.7,61,23.9,3.214867803470662
4.1,61.4,32.6,19.2,131.2,66,398.1,5.989212012054688
6.34,7.84,48.2,2.4,216.0,56,23.2,3.186352633162641
4.3,10.91,38.7,12.0,638.5,177,455.0,6.1224928095143865
5.93,5.42,46.1,2.3,46.0,11,31.9,3.493472657771326
5.06,29.5,52.3,4.0,133.9,58,40.1,3.716008121502189
5.57,7.44,19.6,1.3,213.0,132,20.5,3.068052935133617
4.47,21.2,76.6,13.4,702.7,249,389.8,5.968195920168628
3.94,16.75,46.3,18.3,206.1,82,491.2,6.198885137956956
4.16,14.99,51.4,16.5,306.5,113,520.6,6.256901010612443
5.96,11.29,37.7,2.5,116.6,65,28.6,3.3877743613300146
3.75,11.72,48.4,10.1,321.2,170,396.7,5.985697952213645
5.52,35.1,46.7,6.7,163.1,10,89.7,4.507557357121091
4.63,19.06,28.2,4.5,85.5,72,68.5,4.241326752570746
4.15,28.3,29.1,10.1,119.4,107,175.5,5.173320876373351
4.41,20.9,37.8,9.0,230.2,215,208.7,5.345677937907874
4.79,12.94,14.3,3.4,55.9,60,46.8,3.86702563949741
6.6,10.86,25.9,2.2,173.1,6,22.7,3.1654750481410856
6.42,7.65,35.8,1.7,39.5,61,16.8,2.8791984572980396
6.28,12.91,20.0,3.3,163.0,63,38.6,3.6788291182604347
4.93,21.6,25.5,9.6,199.2,159,152.3,5.0323967858777685
5.25,23.8,16.9,5.0,136.6,96,59.1,4.096009841541162
5.48,12.07,25.7,2.5,56.0,70,32.3,3.505557396986398
6.21,22.67,44.0,2.2,219.3,20,22.7,3.1654750481410856
4.32,32.9,27.8,22.8,196.7,108,433.2,6.073505257444191
4.79,11.6,26.5,8.9,129.2,140,153.8,5.042133961155627
6.3,22.14,106.5,3.8,508.4,18,40.4,3.7232808808312687
4.01,17.63,17.5,5.3,113.0,108,103.2,4.646312129319266
4.29,30.8,77.6,12.5,407.3,104,273.1,5.61349300330874
5.75,7.9,102.7,2.5,170.2,60,27.1,3.3357695763397
4.12,55.1,41.9,19.4,288.3,181,405.8,6.008321664174405
4.43,22.2,39.7,7.4,234.4,133,162.9,5.099256485749784
4.38,7.83,36.9,1.9,54.6,62,35.4,3.594568774642695
4.14,11.73,46.7,15.3,219.5,156,401.4,5.9974466187855295
4.22,10.59,16.7,4.2,70.4,228,85.7,4.462453883786496
5.85,8.64,22.2,1.7,75.7,48,16.2,2.8449093838194073
5.69,5.4,56.1,1.4,95.7,46,21.1,3.095577608523707
4.34,7.15,12.7,3.5,57.5,127,56.8,4.056988775678332
5.5,7.31,51.9,2.4,30.2,174,27.2,3.339321977944068
6.01,6.79,39.0,2.7,66.9,0,27.4,3.3463891451671604
4.1,15.78,17.7,4.0,60.4,110,53.5,3.9982007016691985
4.29,5.69,30.6,1.5,53.9,47,22.1,3.139832617527748
5.22,10.54,25.0,1.8,103.9,43,28.9,3.3978584803966405
6.51,10.43,19.5,2.2,141.9,35,20.7,3.077312260546414
3.95,15.19,32.1,20.9,131.4,97,523.7,6.262826670692666
4.28,27.3,16.4,10.8,103.5,171,187.8,5.240688253711401
4.01,43.4,26.7,20.4,145.0,138,333.9,5.813831979800159
6.36,20.5,23.4,2.4,281.5,11,23.9,3.214867803470662
4.33,17.3,38.2,11.6,263.3,160,252.7,5.536152466605236
4.33,11.14,15.5,3.6,93.8,158,91.8,4.530446639792155
4.2,6.41,10.1,1.9,33.5,123,37.2,3.6428355156125294
4.04,9.93,15.6,5.8,131.6,150,154.1,5.044070070182493
4.48,9.56,20.3,5.4,41.2,197,97.4,4.589040804058207
3.62,25.0,60.6,12.5,179.1,199,308.3,5.734311679691024
6.18,16.57,40.4,2.4,323.0,33,27.9,3.3638415951183864
5.57,8.05,26.9,3.1,158.0,58,36.6,3.6270040503958487
4.28,18.49,35.0,9.0,149.6,147,228.4,5.435467204695271
5.36,10.93,109.4,1.6,96.6,21,15.5,2.803360380906535
4.82,8.75,11.8,3.4,52.7,154,64.9,4.188138441508461
4.15,10.78,12.0,4.7,69.1,130,96.5,4.579852378003801
5.78,12.04,105.4,2.3,53.3,0,34.9,3.580737295494233
4.05,14.06,39.4,11.9,199.6,94,439.2,6.087229169092361
5.98,10.76,34.6,1.9,100.3,91,16.5,2.8622008809294686
5.04,3.02,73.3,1.4,30.7,1,17.2,2.9014215940827497
4.4,53.1,35.9,16.5,159.8,149,336.5,5.821565510312585
4.01,18.62,83.5,14.3,486.0,163,484.6,6.185385239745289
4.88,24.26,18.5,4.2,152.0,177,52.0,3.970291913552122
3.92,18.97,23.1,6.8,127.4,153,156.4,5.058790335983303
5.54,10.68,34.1,1.9,174.8,98,19.4,3.0155349008501706
3.94,14.66,28.3,7.5,114.9,224,178.3,5.189060380611087
4.48,20.7,53.9,9.7,178.9,102,158.4,5.071416766356115
4.3,28.5,59.9,13.6,456.8,23,326.3,5.790877181507135
3.88,15.55,20.5,13.1,172.3,34,298.0,5.700443573390687
4.04,8.68,14.9,4.6,34.6,29,101.6,4.630837932736669
4.14,132.6,47.2,19.6,210.1,166,389.7,5.967940002061025
4.28,26.1,19.7,9.4,52.8,139,136.1,4.920710586568268
4.61,24.8,17.4,4.5,39.7,175,56.6,4.053522567701846
4.07,36.1,34.4,15.0,274.2,160,311.0,5.7430031878094825
4.01,16.81,33.3,13.0,190.9,191,268.4,5.596197263976263
6.94,11.96,25.1,1.6,79.6,122,18.0,2.9444389791664403
5.61,13.66,10.3,2.0,52.7,210,22.6,3.1612467120315646
4.3,6.77,20.3,3.5,82.7,57,61.9,4.141546163706395
3.83,21.6,40.6,17.3,196.2,134,500.8,6.218201633932322
4.01,9.47,11.9,4.4,91.5,154,80.1,4.395682961121367
4.38,6.97,21.8,3.6,34.1,226,54.1,4.009149716158869
5.39,11.66,25.9,1.6,89.2,110,15.3,2.791165107812717
4.62,24.0,57.7,3.3,108.8,151,45.5,3.8394523125933104
5.12,33.0,12.4,2.5,43.8,270,21.0,3.091042453358316
4.15,11.42,19.0,4.1,84.6,180,81.0,4.406719247264253
4.18,5.87,21.7,1.3,37.9,184,27.2,3.339321977944068
5.47,25.48,28.8,6.1,247.8,136,61.4,4.133565275375382
6.33,8.36,25.9,2.3,48.5,181,23.3,3.190476350346503
4.11,16.55,21.0,8.8,84.4,147,204.1,5.323497665078335
4.63,12.98,29.9,5.2,94.9,214,85.9,4.464758032271346
4.15,40.6,34.9,11.2,215.1,173,261.9,5.571773731735836
3.96,21.1,47.2,16.1,328.4,243,435.2,6.078100853767529
5.09,5.11,26.6,2.4,65.0,247,41.5,3.7495040759303713
4.1,26.24,108.3,12.6,382.2,128,421.6,6.046426105181957
4.21,14.68,14.0,5.0,48.5,276,172.1,5.153869462182164
4.83,38.21,60.7,21.3,296.2,245,417.1,6.03572063836252
7.17,31.4,44.7,11.2,545.7,97,146.0,4.990432586778736
4.41,14.82,16.4,5.5,85.7,58,85.4,4.45898767581001
3.98,11.11,35.4,3.5,101.2,161,88.3,4.492001487882454
4.11,32.2,32.1,6.5,111.5,214,98.3,4.598145571051127
5.52,19.47,18.0,5.7,385.2,123,117.5,4.774912960575186
4.25,5.19,18.9,1.5,40.9,278,29.6,3.4210000089583352
5.47,16.43,19.1,3.1,103.3,-30,36.7,3.629660094453965
5.83,3.94,24.7,1.7,69.9,80,14.0,2.70805020110221
6.17,17.41,27.9,3.0,177.6,71,33.9,3.5524868292083815
3.77,18.63,41.7,17.1,224.3,73,465.2,6.144614726601657
5.87,17.49,32.2,2.4,84.8,72,32.2,3.502549875922443
5.86,9.1,18.5,2.3,132.9,79,24.7,3.246490991901174
5.2,23.27,15.5,2.5,149.3,-6,31.8,3.490428515390098
6.0,42.58,40.9,7.4,427.3,82,96.5,4.579852378003801
4.23,24.9,28.2,10.8,197.0,94,214.6,5.3734248390348425
4.73,11.43,21.2,6.1,92.4,101,82.4,4.423648309364701
5.21,11.64,14.8,3.8,111.3,108,46.7,3.8649313978942956
5.88,16.8,21.5,2.2,195.8,83,20.7,3.077312260546414
4.61,5.56,40.2,4.0,117.2,106,66.4,4.210645017918261
4.57,10.14,10.9,3.6,66.5,114,89.4,4.504244267398131
3.98,6.42,12.1,1.9,56.7,245,62.1,4.144720769547168
5.99,7.42,29.1,2.3,77.6,108,23.9,3.214867803470662
6.39,7.3,20.0,1.4,79.4,108,16.0,2.833213344056216
3.8,7.84,46.2,14.4,255.4,95,400.6,5.995456568377519
3.89,12.83,118.1,6.9,135.4,147,179.5,5.195730777772936
5.63,10.77,16.8,3.4,89.2,135,32.3,3.505557396986398
3.88,9.92,17.1,3.8,139.0,189,129.2,4.869071729774468
4.84,6.28,23.7,2.5,44.9,179,39.7,3.7062280924485496
4.24,27.2,31.2,22.2,159.1,97,422.8,6.049261645834199
3.87,12.8,25.4,12.8,106.8,106,387.3,5.961778236737621
4.15,11.06,38.3,5.4,108.5,186,144.3,4.9788005705762375
4.68,34.2,18.0,8.1,174.2,116,163.5,5.1029105702054265
4.44,2.89,32.1,0.9,19.1,116,14.4,2.7343675094195836
6.42,20.4,18.8,1.8,162.8,245,15.1,2.7788192719904172
4.46,3.45,20.4,1.1,20.0,144,20.0,3.044522437723423
4.5,3.09,19.8,1.2,22.7,152,26.3,3.3068867021909143
4.33,4.86,20.8,2.0,20.7,140,49.9,3.929862923556477
4.34,5.3,19.4,2.0,62.9,139,35.1,3.586292865338835
4.4,5.54,31.2,2.4,71.8,10165,48.5,3.901972669574645
5.98,10.44,10.8,5.5,209.5,1436,69.0,4.248495242049359
4.4,5.72,60.9,2.5,66.1,10112,73.8,4.314817884980432
3.96,7.67,12.6,5.7,58.5,108,113.3,4.738826570800765
5.07,8.78,43.9,4.3,78.2,128,61.0,4.127134385045092
4.3,16.49,15.9,19.3,242.4,159,348.6,5.85678964378138
4.97,8.47,11.0,3.7,130.9,119,60.0,4.110873864173311
3.76,29.3,40.4,15.9,189.5,224,507.6,6.23166185298802
5.19,9.15,11.2,4.7,88.8,144,112.6,4.732683506287051
4.32,12.26,14.3,3.8,98.4,120,62.4,4.14946386144318
4.67,59.8,17.7,22.0,153.0,231,398.4,5.989963420981715
4.28,17.95,13.4,9.0,143.5,273,266.8,5.5902404332570725
4.26,7.82,11.1,2.5,87.2,405,55.6,4.036008985209137
4.43,22.3,19.5,20.8,196.7,239,457.5,6.127960291696519
5.26,3.29,16.0,0.4,49.2,167,6.8,2.0541237336955462
4.11,10.21,22.9,13.5,205.6,488,449.3,6.109914027307526
4.59,5.75,16.4,2.7,64.6,122,55.0,4.02535169073515
5.01,2.66,17.0,0.4,19.5,166,9.0,2.302585092994046
4.05,6.33,10.8,2.5,63.6,175,72.8,4.301358731606427
4.34,5.01,13.9,1.0,31.0,189,27.3,3.342861804649192
4.78,8.02,10.7,2.7,83.4,111,34.3,3.563882963939251
4.33,3.92,12.2,2.3,36.3,158,52.9,3.9871304779149512
3.97,7.99,23.8,13.9,259.9,407,480.0,6.175867270105761
4.02,24.4,36.2,22.4,180.9,556,516.5,6.249009525139524
4.39,24.4,21.2,4.9,122.5,416,120.3,4.798266815950004
4.4,5.89,13.7,2.0,62.8,274,55.6,4.036008985209137
4.35,19.36,21.2,22.3,149.5,249,471.6,6.158249364752807
4.95,6.84,14.5,3.5,42.2,365,56.9,4.05871738457895
4.26,3.91,11.4,1.0,47.0,436,26.4,3.3105430133940246
4.23,12.03,30.8,4.4,117.7,109,104.5,4.658710952916121
4.77,24.7,15.0,21.9,158.4,357,487.2,6.19072515795886
4.63,4.14,10.7,1.0,39.9,381,21.5,3.1135153092103742
4.22,9.06,12.9,15.2,207.0,682,487.9,6.1921579695846
3.84,10.98,25.0,4.6,77.1,142,106.0,4.672828834461906
4.36,5.7,13.6,3.5,58.4,125,66.6,4.213607983048918
4.76,11.12,22.7,7.9,94.2,143,157.0,5.062595033026967
4.72,27.0,20.1,13.3,89.1,607,331.3,5.806038175360548
4.61,4.56,21.6,4.9,121.7,546,158.5,5.072043922224899
4.22,8.89,52.1,16.1,258.7,497,412.2,6.0239317372454835
4.71,4.26,26.9,0.9,33.1,108,23.6,3.202746442938317
4.69,4.99,20.3,1.4,36.9,355,27.3,3.342861804649192
4.58,16.35,31.3,13.1,757.5,475,436.1,6.080162001869269
3.9,10.25,25.5,9.5,379.0,429,440.2,6.089498287379348
4.64,16.82,36.4,2.9,126.2,26,41.7,3.754198920234579
4.43,7.25,27.7,1.6,86.7,229,36.8,3.632309102625542
4.41,8.96,32.2,17.2,178.4,475,467.9,6.15038952609554
4.21,11.52,23.8,4.5,108.7,94,140.7,4.953712146696635
4.06,14.89,50.1,13.2,270.0,167,451.3,6.114345676483797
4.15,5.61,12.6,1.8,42.8,39,43.6,3.7977338590260183
4.36,5.94,20.6,11.5,77.9,545,453.1,6.118317438103905
3.71,5.56,20.5,15.9,178.8,442,525.0,6.26530121273771
4.36,2.8,13.8,1.0,24.5,547,29.0,3.4011973816621555
5.81,11.23,24.6,1.5,109.3,54,15.5,2.803360380906535
4.17,4.09,11.2,1.0,39.4,390,25.6,3.2809112157876537
4.3,12.63,14.7,9.8,577.7,427,440.3,6.089724916275501
4.6,3.74,75.1,1.2,41.7,489,35.4,3.594568774642695
4.18,9.26,24.7,10.9,265.8,413,414.9,6.030444846748866
4.85,55.1,13.5,25.1,80.5,637,486.4,6.189085141191105
4.64,3.35,10.8,0.9,34.5,578,24.8,3.250374491927572
4.6,5.96,10.2,3.9,81.5,47,68.7,4.244200317766478
4.09,6.18,11.3,2.9,75.9,72,60.7,4.122283930911342
4.1,18.7,36.4,21.2,189.1,258,457.4,6.12774216540053
4.18,12.32,21.0,16.6,148.7,8888,506.2,6.228905403123016
4.01,11.87,51.75,12.1,465.4,441,498.85,6.214308053413189
3.82,11.77,23.1,3.4,131.2,37,105.4,4.667205576907544
4.5,17.61,25.5,3.4,93.6,152,69.9,4.2612704335380815
4.58,5.37,29.3,1.0,80.0,244,24.5,3.2386784521643803
3.96,9.89,16.3,15.6,197.5,442,474.4,6.164156554926094
4.19,15.25,25.0,2.5,34.4,133,28.3,3.3775875160230218
4.16,4.66,10.4,1.9,80.2,299,58.5,4.085976312551584
3.91,7.21,11.2,2.4,105.9,587,82.5,4.42484663185681
4.86,6.29,11.6,21.0,158.6,392,476.9,6.169401505584112
4.51,5.87,14.3,2.4,58.5,243,72.6,4.298645025734831
4.47,8.97,23.3,15.2,189.2,376,462.8,6.139453424821431
4.12,4.26,19.9,1.4,59.4,321,41.9,3.758871825933971
4.41,3.77,24.3,1.4,28.9,97,20.5,3.068052935133617
4.23,7.26,17.3,3.2,58.3,532,64.7,4.185098925490565
4.95,3.32,10.3,1.1,27.9,100,17.5,2.917770732084279
3.77,10.88,14.9,5.6,264.1,467,248.3,5.518656990529513
4.45,5.73,24.2,2.4,57.0,531,79.1,4.383275854074314
4.22,22.9,33.6,12.2,83.6,140,291.3,5.6777806721172
4.04,7.72,16.1,2.2,111.0,8888,61.4,4.133565275375382
4.58,8.2,62.5,7.8,190.8,576,181.4,5.206202077640231
4.09,13.79,13.6,14.7,240.0,199,438.5,6.085637717125231
4.19,8.74,26.8,10.0,152.8,270,334.2,5.814727368607928
4.57,23.3,17.0,13.7,307.5,296,472.3,6.159729436912202
5.41,21.37,10.5,2.5,90.4,124,23.0,3.1780538303479458
4.22,3.58,23.0,0.8,31.0,244,15.6,2.8094026953624978
4.12,5.17,13.4,1.8,41.1,166,51.8,3.966511190712216
4.29,8.24,10.5,3.4,58.5,260,73.3,4.308110951723713
4.28,13.9,14.0,5.3,138.9,354,133.6,4.902307417210627
4.07,3.4,17.0,0.7,35.8,309,15.6,2.8094026953624978
3.7,8.96,11.4,4.1,140.5,366,105.1,4.664382045619937
4.64,21.6,19.5,19.6,242.8,289,506.5,6.229496710915942
5.11,7.28,11.9,4.2,66.7,173,60.7,4.122283930911342
4.14,5.11,13.0,2.2,74.4,204,42.1,3.763522997109702
4.21,69.0,22.4,21.3,93.3,243,464.8,6.143756357450241
4.27,26.3,27.3,14.1,235.6,311,345.4,5.84759417668828
4.3,7.96,20.9,3.4,93.7,69,61.5,4.135166556742356
5.42,27.0,58.3,3.9,50.1,225,46.6,3.8628327612373745
4.06,5.8,19.2,3.0,95.9,195,74.6,4.3254562831854875
4.43,10.95,27.4,3.3,224.6,587,85.7,4.462453883786496
4.3,6.67,26.8,3.6,62.8,172,75.0,4.330733340286331
3.78,9.38,14.1,3.9,116.0,260,125.4,4.839451481712757
4.48,15.38,15.3,4.9,233.1,257,132.4,4.893352133481524
3.62,10.07,31.7,10.6,379.2,556,476.8,6.169192234891709
4.62,9.73,13.7,3.4,142.8,281,75.8,4.341204640153626
4.23,28.2,36.1,13.2,147.6,105,269.2,5.5991624255260986
4.46,13.94,32.1,13.5,880.4,396,386.0,5.958424693029782
3.63,21.4,59.8,12.4,508.6,247,504.0,6.22455842927536
4.15,10.75,35.3,10.3,413.7,462,321.9,5.77734267776423
4.03,14.43,63.1,14.8,320.5,265,499.7,6.216007119335899
4.24,11.82,12.8,4.7,135.4,245,121.9,4.811371016571989
4.23,56.9,33.7,27.5,217.8,194,412.5,6.024657514463746
3.88,8.2,11.2,2.2,71.9,207,71.6,4.28496492183075
4.94,7.19,56.3,4.6,236.4,231,155.9,5.055608659738987
4.36,34.5,20.4,16.2,71.3,552,297.1,5.697429000684026
4.55,18.75,31.3,17.6,368.5,352,448.2,6.107468222864288
5.2,92.7,23.3,17.7,186.0,314,376.6,5.933835434271345
4.36,4.92,16.8,2.4,72.9,251,55.3,4.030694535145645
4.15,5.77,10.0,2.3,58.0,347,46.6,3.8628327612373745
4.44,5.92,11.9,2.9,71.0,355,58.8,4.091005660956586
4.12,11.48,36.3,16.1,584.8,520,461.3,6.1362140309941795
5.07,2.7,11.7,0.9,27.4,420,19.5,3.0204248861443626
3.75,14.36,34.3,12.0,678.1,259,503.6,6.223766036206958
4.35,21.4,58.3,15.8,287.2,329,350.3,5.861640559271781
4.32,15.78,15.4,10.4,225.2,324,421.2,6.0454791354142206
4.11,8.54,23.4,12.3,30.9,320,494.8,6.20617261960109
5.1,2.9,10.4,0.7,30.5,377,15.1,2.7788192719904172
5.0,11.03,14.6,4.9,109.1,320,73.7,4.3134800921387715
4.19,5.37,29.0,2.2,70.0,370,67.9,4.232656178019613
4.35,9.22,13.0,3.0,162.7,428,106.9,4.681204872264089
3.9,7.28,21.6,3.9,88.9,271,129.4,4.870606649492553
4.14,10.57,24.0,4.1,139.5,191,121.9,4.811371016571989
4.86,5.62,18.3,2.1,32.6,217,30.4,3.4468078929142076
4.6,7.82,14.5,3.8,87.6,206,94.5,4.5591262474866845
3.83,17.98,60.7,10.6,660.2,221,582.9,6.369729735289492
4.79,73.2,39.7,16.8,354.4,303,326.2,5.790571604728592
3.72,8.07,19.3,3.0,84.6,350,109.5,4.705015520957808
4.36,5.84,18.1,2.3,44.7,417,50.4,3.9396381724611196
4.42,9.34,13.9,5.1,62.9,275,132.2,4.891851758106289
3.81,11.18,20.7,2.7,182.8,341,114.2,4.746669748261791
4.59,5.68,13.0,2.3,49.3,191,42.9,3.7819143200811256
4.61,2.34,29.1,0.6,19.2,173,11.6,2.533696813957432
3.91,8.24,30.9,11.4,313.4,174,475.6,6.166677564664642
4.77,3.13,10.9,0.6,31.4,212,10.2,2.4159137783010487
4.67,25.13,17.6,3.0,55.7,307,40.3,3.720862499966987
3.75,11.47,10.5,3.6,146.8,354,119.4,4.79081953287472
3.9,13.71,11.8,4.7,161.3,298,117.7,4.776599301615622
4.81,3.35,30.1,0.7,20.0,149,10.1,2.4069451083182885
5.31,8.18,22.9,1.9,31.4,125,21.7,3.122364924487357
4.05,7.03,12.0,3.0,85.7,281,89.2,4.502029427068578
4.12,5.05,10.2,2.4,73.9,269,64.6,4.183575695950044
4.57,5.95,11.8,1.9,101.5,301,46.2,3.8543938925915096
4.56,3.37,15.6,1.5,33.7,283,31.6,3.484312288372662
4.91,2.53,17.0,0.8,19.6,184,13.5,2.6741486494265287
5.13,18.46,10.6,2.4,71.2,140,30.4,3.4468078929142076
4.11,9.64,10.2,3.1,95.7,185,69.4,4.254193263163997
5.36,13.58,16.6,2.2,69.1,108,19.4,3.0155349008501706
6.03,14.33,19.4,1.7,140.6,101,14.4,2.7343675094195836
3.78,12.72,15.0,4.5,143.0,427,143.0,4.969813299576001
5.03,24.1,18.0,19.4,74.4,233,319.2,5.768945800562614
4.26,14.18,81.8,11.4,274.6,248,309.6,5.738505910714586
5.06,3.26,11.3,0.9,41.2,290,16.2,2.8449093838194073
4.78,21.03,48.7,2.1,57.3,97,22.2,3.1441522786722644
4.08,15.31,27.1,5.5,245.0,252,174.6,5.168208681201016
4.55,2.82,16.7,1.3,31.4,302,30.0,3.4339872044851463
4.2,7.84,16.2,2.7,79.2,264,80.1,4.395682961121367
4.82,3.31,45.4,0.6,27.8,198,11.6,2.533696813957432
4.26,4.94,10.7,1.7,56.3,274,43.1,3.7864597824528
4.4,37.3,39.0,12.8,238.2,167,328.6,5.797879798035317
4.63,6.62,39.9,3.9,143.2,172,119.1,4.788324729085938
4.98,3.41,31.0,1.1,33.9,289,33.0,3.5263605246161616
4.32,6.56,18.0,2.5,98.4,190,80.1,4.395682961121367
3.78,23.2,42.5,11.0,151.1,274,407.9,6.013470627370596
4.35,8.97,18.2,3.6,101.1,242,87.3,4.480740107609915
4.93,6.44,76.3,1.6,69.3,112,32.3,3.505557396986398
4.35,16.86,39.8,11.2,203.9,300,242.1,5.493472881322077
4.5,28.5,26.4,8.8,203.4,135,247.6,5.515845179076611
